graph_id,src_id,dst_id,label_id,train_mask,val_mask,test_mask,feat
0,33,1,0,True,False,False,
0,33,1,0,True,False,False,
0,32,1,0,True,False,False,
0,32,1,0,True,False,False,
0,33,8,0,True,False,False,
0,33,8,0,True,False,False,
0,32,8,0,True,False,False,
0,32,8,0,True,False,False,
0,33,14,0,True,False,False,
0,33,14,0,True,False,False,
0,32,14,0,True,False,False,
0,32,14,0,True,False,False,
0,33,50,0,True,False,False,
0,33,50,0,True,False,False,
0,32,50,0,True,False,False,
0,32,50,0,True,False,False,
0,32,37,0,True,False,False,
0,32,37,0,True,False,False,
0,32,44,0,True,False,False,
0,32,44,0,True,False,False,
0,32,12,0,True,False,False,
0,32,12,0,True,False,False,
0,32,33,0,True,False,False,
0,32,33,0,True,False,False,
0,32,31,0,True,False,False,
0,32,31,0,True,False,False,
0,32,10,0,True,False,False,
0,32,10,0,True,False,False,
0,32,43,0,True,False,False,
0,32,43,0,True,False,False,
0,32,46,0,True,False,False,
0,32,46,0,True,False,False,
0,32,13,0,True,False,False,
0,32,13,0,True,False,False,
0,32,20,0,True,False,False,
0,32,20,0,True,False,False,
0,32,38,0,True,False,False,
0,32,38,0,True,False,False,
0,32,47,0,True,False,False,
0,32,47,0,True,False,False,
0,32,39,0,True,False,False,
0,32,39,0,True,False,False,
0,32,41,0,True,False,False,
0,32,41,0,True,False,False,
0,32,3,0,True,False,False,
0,32,3,0,True,False,False,
0,32,25,0,True,False,False,
0,32,25,0,True,False,False,
0,32,26,0,True,False,False,
0,32,26,0,True,False,False,
0,32,11,0,True,False,False,
0,32,11,0,True,False,False,
0,32,9,0,True,False,False,
0,32,9,0,True,False,False,
0,32,36,0,True,False,False,
0,32,36,0,True,False,False,
0,32,2,0,True,False,False,
0,32,2,0,True,False,False,
0,32,40,0,True,False,False,
0,32,40,0,True,False,False,
0,32,23,0,True,False,False,
0,32,23,0,True,False,False,
0,32,0,0,True,False,False,
0,32,0,0,True,False,False,
0,33,37,0,True,False,False,
0,33,37,0,True,False,False,
0,33,22,0,True,False,False,
0,33,22,0,True,False,False,
0,33,6,0,True,False,False,
0,33,6,0,True,False,False,
0,33,21,0,True,False,False,
0,33,21,0,True,False,False,
0,33,49,0,True,False,False,
0,33,49,0,True,False,False,
0,33,31,0,True,False,False,
0,33,31,0,True,False,False,
0,33,5,0,True,False,False,
0,33,5,0,True,False,False,
0,33,16,0,True,False,False,
0,33,16,0,True,False,False,
0,33,34,0,True,False,False,
0,33,34,0,True,False,False,
0,33,43,0,True,False,False,
0,33,43,0,True,False,False,
0,33,46,0,True,False,False,
0,33,46,0,True,False,False,
0,33,20,0,True,False,False,
0,33,20,0,True,False,False,
0,33,30,0,True,False,False,
0,33,30,0,True,False,False,
0,33,29,0,True,False,False,
0,33,29,0,True,False,False,
0,33,18,0,True,False,False,
0,33,18,0,True,False,False,
0,33,19,0,True,False,False,
0,33,19,0,True,False,False,
0,33,4,0,True,False,False,
0,33,4,0,True,False,False,
0,33,27,0,True,False,False,
0,33,27,0,True,False,False,
0,33,39,0,False,True,False,
0,33,39,0,False,True,False,
0,33,3,0,False,True,False,
0,33,3,0,False,True,False,
0,33,15,0,False,True,False,
0,33,15,0,False,True,False,
0,33,17,0,False,True,False,
0,33,17,0,False,True,False,
0,33,24,0,False,True,False,
0,33,24,0,False,True,False,
0,33,26,0,False,True,False,
0,33,26,0,False,True,False,
0,33,35,0,False,False,True,
0,33,35,0,False,False,True,
0,33,42,0,False,False,True,
0,33,42,0,False,False,True,
0,33,2,0,False,False,True,
0,33,2,0,False,False,True,
0,33,7,0,False,False,True,
0,33,7,0,False,False,True,
0,33,48,0,False,False,True,
0,33,48,0,False,False,True,
0,33,28,0,False,False,True,
0,33,28,0,False,False,True,
0,33,45,0,False,False,True,
0,33,45,0,False,False,True,
